0,0,0,0,0,36,36
0,0,0,0,0,48,48
0,0,0,0,0,60,60
0,0,0,0,0,72,72
0,0,0,0,0,84,84
0,0,0,0,0,96,96
0,0,0,0,36,36,72
0,0,0,0,36,48,84
0,0,0,0,36,60,96
0,0,0,0,36,72,108
0,0,0,0,36,84,120
0,0,0,0,36,96,132
0,0,0,0,48,36,84
0,0,0,0,48,48,96
0,0,0,0,48,60,108
0,0,0,0,48,72,120
0,0,0,0,48,84,132
0,0,0,0,48,96,144
0,0,0,0,60,36,96
0,0,0,0,60,48,108
0,0,0,0,60,60,120
0,0,0,0,60,72,132
0,0,0,0,60,84,144
0,0,0,0,60,96,156
0,0,0,0,72,36,108
0,0,0,0,72,48,120
0,0,0,0,72,60,132
0,0,0,0,72,72,144
0,0,0,0,72,84,156
0,0,0,0,72,96,168
0,0,0,0,84,36,120
0,0,0,0,84,48,132
0,0,0,0,84,60,144
0,0,0,0,84,72,156
0,0,0,0,84,84,168
0,0,0,0,84,96,180
0,0,0,0,96,36,132
0,0,0,0,96,48,144
0,0,0,0,96,60,156
0,0,0,0,96,72,168
0,0,0,0,96,84,180
0,0,0,0,96,96,192
0,0,0,36,36,36,108
0,0,0,36,36,48,120
0,0,0,36,36,60,132
0,0,0,36,36,72,144
0,0,0,36,36,84,156
0,0,0,36,36,96,168
0,0,0,36,48,36,120
0,0,0,36,48,48,132
0,0,0,36,48,60,144
0,0,0,36,48,72,156
0,0,0,36,48,84,168
0,0,0,36,48,96,180
0,0,0,36,60,36,132
0,0,0,36,60,48,144
0,0,0,36,60,60,156
0,0,0,36,60,72,168
0,0,0,36,60,84,180
0,0,0,36,60,96,192
0,0,0,36,72,36,144
0,0,0,36,72,48,156
0,0,0,36,72,60,168
0,0,0,36,72,72,180
0,0,0,36,72,84,192
0,0,0,36,72,96,204
0,0,0,36,84,36,156
0,0,0,36,84,48,168
0,0,0,36,84,60,180
0,0,0,36,84,72,192
0,0,0,36,84,84,204
0,0,0,36,84,96,216
0,0,0,36,96,36,168
0,0,0,36,96,48,180
0,0,0,36,96,60,192
0,0,0,36,96,72,204
0,0,0,36,96,84,216
0,0,0,36,96,96,228
0,0,0,48,36,36,120
0,0,0,48,36,48,132
0,0,0,48,36,60,144
0,0,0,48,36,72,156
0,0,0,48,36,84,168
0,0,0,48,36,96,180
0,0,0,48,48,36,132
0,0,0,48,48,48,144
0,0,0,48,48,60,156
0,0,0,48,48,72,168
0,0,0,48,48,84,180
0,0,0,48,48,96,192
0,0,0,48,60,36,144
0,0,0,48,60,48,156
0,0,0,48,60,60,168
0,0,0,48,60,72,180
0,0,0,48,60,84,192
0,0,0,48,60,96,204
0,0,0,48,72,36,156
0,0,0,48,72,48,168
0,0,0,48,72,60,180
0,0,0,48,72,72,192
0,0,0,48,72,84,204
0,0,0,48,72,96,216
0,0,0,48,84,36,168
0,0,0,48,84,48,180
0,0,0,48,84,60,192
0,0,0,48,84,72,204
0,0,0,48,84,84,216
0,0,0,48,84,96,228
0,0,0,48,96,36,180
0,0,0,48,96,48,192
0,0,0,48,96,60,204
0,0,0,48,96,72,216
0,0,0,48,96,84,228
0,0,0,48,96,96,240
0,0,0,60,36,36,132
0,0,0,60,36,48,144
0,0,0,60,36,60,156
0,0,0,60,36,72,168
0,0,0,60,36,84,180
0,0,0,60,36,96,192
0,0,0,60,48,36,144
0,0,0,60,48,48,156
0,0,0,60,48,60,168
0,0,0,60,48,72,180
0,0,0,60,48,84,192
0,0,0,60,48,96,204
0,0,0,60,60,36,156
0,0,0,60,60,48,168
0,0,0,60,60,60,180
0,0,0,60,60,72,192
0,0,0,60,60,84,204
0,0,0,60,60,96,216
0,0,0,60,72,36,168
0,0,0,60,72,48,180
0,0,0,60,72,60,192
0,0,0,60,72,72,204
0,0,0,60,72,84,216
0,0,0,60,72,96,228
0,0,0,60,84,36,180
0,0,0,60,84,48,192
0,0,0,60,84,60,204
0,0,0,60,84,72,216
0,0,0,60,84,84,228
0,0,0,60,84,96,240
0,0,0,60,96,36,192
0,0,0,60,96,48,204
0,0,0,60,96,60,216
0,0,0,60,96,72,228
0,0,0,60,96,84,240
0,0,0,60,96,96,252
0,0,0,72,36,36,144
0,0,0,72,36,48,156
0,0,0,72,36,60,168
0,0,0,72,36,72,180
0,0,0,72,36,84,192
0,0,0,72,36,96,204
0,0,0,72,48,36,156
0,0,0,72,48,48,168
0,0,0,72,48,60,180
0,0,0,72,48,72,192
0,0,0,72,48,84,204
0,0,0,72,48,96,216
0,0,0,72,60,36,168
0,0,0,72,60,48,180
0,0,0,72,60,60,192
0,0,0,72,60,72,204
0,0,0,72,60,84,216
0,0,0,72,60,96,228
0,0,0,72,72,36,180
0,0,0,72,72,48,192
0,0,0,72,72,60,204
0,0,0,72,72,72,216
0,0,0,72,72,84,228
0,0,0,72,72,96,240
0,0,0,72,84,36,192
0,0,0,72,84,48,204
0,0,0,72,84,60,216
0,0,0,72,84,72,228
0,0,0,72,84,84,240
0,0,0,72,84,96,252
0,0,0,72,96,36,204
0,0,0,72,96,48,216
0,0,0,72,96,60,228
0,0,0,72,96,72,240
0,0,0,72,96,84,252
0,0,0,72,96,96,264
0,0,0,84,36,36,156
0,0,0,84,36,48,168
0,0,0,84,36,60,180
0,0,0,84,36,72,192
0,0,0,84,36,84,204
0,0,0,84,36,96,216
0,0,0,84,48,36,168
0,0,0,84,48,48,180
0,0,0,84,48,60,192
0,0,0,84,48,72,204
0,0,0,84,48,84,216
0,0,0,84,48,96,228
0,0,0,84,60,36,180
0,0,0,84,60,48,192
0,0,0,84,60,60,204
0,0,0,84,60,72,216
0,0,0,84,60,84,228
0,0,0,84,60,96,240
0,0,0,84,72,36,192
0,0,0,84,72,48,204
0,0,0,84,72,60,216
0,0,0,84,72,72,228
0,0,0,84,72,84,240
0,0,0,84,72,96,252
0,0,0,84,84,36,204
0,0,0,84,84,48,216
0,0,0,84,84,60,228
0,0,0,84,84,72,240
0,0,0,84,84,84,252
0,0,0,84,84,96,264
0,0,0,84,96,36,216
0,0,0,84,96,48,228
0,0,0,84,96,60,240
0,0,0,84,96,72,252
0,0,0,84,96,84,264
0,0,0,84,96,96,276
0,0,0,96,36,36,168
0,0,0,96,36,48,180
0,0,0,96,36,60,192
0,0,0,96,36,72,204
0,0,0,96,36,84,216
0,0,0,96,36,96,228
0,0,0,96,48,36,180
0,0,0,96,48,48,192
0,0,0,96,48,60,204
0,0,0,96,48,72,216
0,0,0,96,48,84,228
0,0,0,96,48,96,240
0,0,0,96,60,36,192
0,0,0,96,60,48,204
0,0,0,96,60,60,216
0,0,0,96,60,72,228
0,0,0,96,60,84,240
0,0,0,96,60,96,252
0,0,0,96,72,36,204
0,0,0,96,72,48,216
0,0,0,96,72,60,228
0,0,0,96,72,72,240
0,0,0,96,72,84,252
0,0,0,96,72,96,264
0,0,0,96,84,36,216
0,0,0,96,84,48,228
0,0,0,96,84,60,240
0,0,0,96,84,72,252
0,0,0,96,84,84,264
0,0,0,96,84,96,276
0,0,0,96,96,36,228
0,0,0,96,96,48,240
0,0,0,96,96,60,252
0,0,0,96,96,72,264
0,0,0,96,96,84,276
0,0,0,96,96,96,288
0,0,36,36,36,36,144
0,0,36,36,36,48,156
0,0,36,36,36,60,168
0,0,36,36,36,72,180
0,0,36,36,36,84,192
0,0,36,36,36,96,204
0,0,36,36,48,36,156
0,0,36,36,48,48,168
0,0,36,36,48,60,180
0,0,36,36,48,72,192
0,0,36,36,48,84,204
0,0,36,36,48,96,216
0,0,36,36,60,36,168
0,0,36,36,60,48,180
0,0,36,36,60,60,192
0,0,36,36,60,72,204
0,0,36,36,60,84,216
0,0,36,36,60,96,228
0,0,36,36,72,36,180
0,0,36,36,72,48,192
0,0,36,36,72,60,204
0,0,36,36,72,72,216
0,0,36,36,72,84,228
0,0,36,36,72,96,240
0,0,36,36,84,36,192
0,0,36,36,84,48,204
0,0,36,36,84,60,216
0,0,36,36,84,72,228
0,0,36,36,84,84,240
0,0,36,36,84,96,252
0,0,36,36,96,36,204
0,0,36,36,96,48,216
0,0,36,36,96,60,228
0,0,36,36,96,72,240
0,0,36,36,96,84,252
0,0,36,36,96,96,264
0,0,36,48,36,36,156
0,0,36,48,36,48,168
0,0,36,48,36,60,180
0,0,36,48,36,72,192
0,0,36,48,36,84,204
0,0,36,48,36,96,216
0,0,36,48,48,36,168
0,0,36,48,48,48,180
0,0,36,48,48,60,192
0,0,36,48,48,72,204
0,0,36,48,48,84,216
0,0,36,48,48,96,228
0,0,36,48,60,36,180
0,0,36,48,60,48,192
0,0,36,48,60,60,204
0,0,36,48,60,72,216
0,0,36,48,60,84,228
0,0,36,48,60,96,240
0,0,36,48,72,36,192
